,Nom,trajet,steps,type,distance,time,vehicule_type,distance_autocar,duration_autocar
89,Angers-Strasbourg route 6,Angers;-Strasbourg,"['Angers Saint-Laud;-Gare Montparnasse', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'ICE', 'TER']","['298 km', '438 km', '3.2 km']","[5820, 6360, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12501,3074
90,Angers-Saint-Étienne route 1,Angers;-Saint-Étienne,"['Angers Saint-Laud;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'FR', 'TER']","['298 km', '431 km', '59.8 km']","[5820, 6900, 2820]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",12112,2732
91,Angers-Saint-Étienne route 2,Angers;-Saint-Étienne,"['Angers Saint-Laud;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'FR', 'TER']","['298 km', '431 km', '59.8 km']","[5820, 6900, 2820]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",12112,2732
92,Angers-Saint-Étienne route 3,Angers;-Saint-Étienne,"['Angers Saint-Laud;-Le Mans', 'Le Mans;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TGV INOUI', 'TER']","['96.7 km', '620 km', '59.8 km']","[2880, 10800, 2880]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5498,1132
93,Angers-Saint-Étienne route 4,Angers;-Saint-Étienne,"['Angers Saint-Laud;-Roanne', 'Roanne;-Saint-Étienne La Terrasse']","['INTERCITES', 'TER']","['485 km', '78.8 km']","[17160, 3900]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']",4362,882
94,Angers-Saint-Étienne route 5,Angers;-Saint-Étienne,"['Angers Saint-Laud;-Roanne', 'Roanne;-Saint-Étienne La Terrasse']","['INTERCITES', 'TER']","['485 km', '78.8 km']","[17160, 3900]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']",4362,882
95,Angers-Saint-Étienne route 6,Angers;-Saint-Étienne,"['Angers Saint-Laud;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TER']","['748 km', '59.8 km']","[14640, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5498,1132
96,Angers-Toulouse route 1,Angers;-Toulouse,"['Angers Saint-Laud;-Gare Montparnasse', 'Gare Montparnasse;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['TGV INOUI', 'TGV INOUI', 'TER']","['298 km', '951 km', '3.9 km']","[5820, 16800, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5384,1216
97,Angers-Toulouse route 2,Angers;-Toulouse,"['Angers Saint-Laud;-Gare Montparnasse', 'Gare Montparnasse;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['TGV INOUI', 'TGV INOUI', 'TER']","['298 km', '951 km', '3.9 km']","[5820, 16800, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5384,1216
98,Angers-Toulouse route 3,Angers;-Toulouse,"['Angers Saint-Laud;-Gare Montparnasse', 'Gare Montparnasse;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['TGV INOUI', 'TGV INOUI', 'TER']","['298 km', '951 km', '3.9 km']","[5820, 16800, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5384,1216
99,Angers-Toulouse route 4,Angers;-Toulouse,"['Angers Saint-Laud;-Gare Montparnasse', 'Gare Montparnasse;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI']","['298 km', '951 km']","[5820, 16800]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",8518,1632
100,Angers-Toulouse route 5,Angers;-Toulouse,"['Angers Saint-Laud;-Gare Montparnasse', 'Gare Montparnasse;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI']","['298 km', '951 km']","[5820, 16800]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",8518,1632
101,Angers-Toulouse route 6,Angers;-Toulouse,"['Angers Saint-Laud;-Saint-Pierre-des-Corps', 'Saint-Pierre-des-Corps;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['TGV INOUI', 'TGV INOUI', 'INTERCITES', 'TER']","['108 km', '348 km', '257 km', '3.9 km']","[3480, 8760, 8940, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']",5384,1216
102,Auxerre-Angers route 1,Auxerre;-Angers,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Angers Saint-Laud']","['TER', 'TGV INOUI']","['173 km', '298 km']","[5940, 4860]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",11012,2395
103,Auxerre-Angers route 2,Auxerre;-Angers,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Angers Saint-Laud']","['TER', 'TGV INOUI']","['173 km', '298 km']","[5940, 4860]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",11012,2395
104,Auxerre-Angers route 3,Auxerre;-Angers,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Angers Saint-Laud']","['TER', 'TGV INOUI']","['173 km', '298 km']","[6660, 5880]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",11012,2395
105,Auxerre-Angers route 4,Auxerre;-Angers,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Angers Saint-Laud']","['TER', 'TGV INOUI']","['173 km', '298 km']","[6660, 5880]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",11012,2395
106,Auxerre-Angers route 5,Auxerre;-Angers,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Angers Saint-Laud']","['TER', 'TGV INOUI']","['173 km', '298 km']","[6660, 5880]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",11012,2395
107,Auxerre-Angers route 6,Auxerre;-Angers,"['Auxerre Saint-Gervais;-Joigny', ""Joigny;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Angers Saint-Laud']","['TER', 'TER', 'TGV INOUI']","['28.9 km', '142 km', '298 km']","[1740, 4440, 4920]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",11012,2395
108,Auxerre-Brest route 1,Auxerre;-Brest,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Brest Train Station']","['TER', 'TGV INOUI']","['173 km', '605 km']","[5940, 13860]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12903,2346
109,Auxerre-Brest route 2,Auxerre;-Brest,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Brest Train Station']","['TER', 'TGV INOUI']","['173 km', '605 km']","[5940, 13860]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12903,2346
110,Auxerre-Brest route 3,Auxerre;-Brest,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Brest Train Station']","['TER', 'TGV INOUI']","['173 km', '605 km']","[5940, 13860]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12903,2346
111,Auxerre-Brest route 4,Auxerre;-Brest,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Brest Train Station']","['TER', 'TGV INOUI']","['173 km', '605 km']","[6660, 13320]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12903,2346
112,Auxerre-Brest route 5,Auxerre;-Brest,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Brest Train Station']","['TER', 'TGV INOUI']","['173 km', '605 km']","[6660, 13320]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12903,2346
113,Auxerre-Brest route 6,Auxerre;-Brest,"['Auxerre Saint-Gervais;-Laroche Migennes', ""Laroche Migennes;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Brest Train Station']","['TER', 'TER', 'TGV INOUI']","['19.9 km', '152 km', '605 km']","[1260, 4860, 13140]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12903,2346
114,Auxerre-Le Havre route 1,Auxerre;-Le Havre,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne""]",['TER'],['173 km'],[5940],['HEAVY_RAIL'],207316,8771
115,Auxerre-Le Havre route 2,Auxerre;-Le Havre,[],[],[],[],[],358224,12972
116,Auxerre-Le Havre route 3,Auxerre;-Le Havre,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Saint-Lazare;-Le Havre']","['TER', 'TER']","['173 km', '227 km']","[5940, 7860]","['HEAVY_RAIL', 'HEAVY_RAIL']",13966,2979
117,Auxerre-Le Havre route 4,Auxerre;-Le Havre,['Saint-Lazare;-Le Havre'],['TER'],['227 km'],[7860],['HEAVY_RAIL'],184593,8397
118,Auxerre-Le Havre route 5,Auxerre;-Le Havre,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne""]",['TER'],['173 km'],[5940],['HEAVY_RAIL'],207316,8771
119,Auxerre-Le Havre route 6,Auxerre;-Le Havre,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne""]",['TER'],['173 km'],[6660],['HEAVY_RAIL'],207316,8771
120,Auxerre-Lens route 1,Auxerre;-Lens,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Charles de Gaulle Airport 2 TGV;-Lille Europe', 'Lille Flandres;-Lens']","['TER', 'TGV INOUI', 'TER']","['173 km', '203 km', '38.7 km']","[5940, 3120, 2400]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",37730,3342
121,Auxerre-Lens route 2,Auxerre;-Lens,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Charles de Gaulle Airport 2 TGV;-Lille Europe', 'Lille Flandres;-Lens']","['TER', 'TGV INOUI', 'TER']","['173 km', '203 km', '38.7 km']","[5940, 3120, 2400]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",37730,3342
122,Auxerre-Lens route 3,Auxerre;-Lens,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare du Nord;-Lens']","['TER', 'TGV INOUI']","['173 km', '199 km']","[6660, 4260]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",11528,2709
123,Auxerre-Lens route 4,Auxerre;-Lens,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare du Nord;-Lens']","['TER', 'TGV INOUI']","['173 km', '199 km']","[6660, 4260]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",11528,2709
124,Auxerre-Lens route 5,Auxerre;-Lens,"['Auxerre Saint-Gervais;-Joigny', ""Joigny;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['TER', 'TER', 'TGV INOUI', 'TER']","['28.9 km', '142 km', '225 km', '38.7 km']","[1740, 4440, 3900, 2400]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",11528,2709
125,Auxerre-Lens route 6,Auxerre;-Lens,"['Auxerre Saint-Gervais;-Montereau', 'Gare du Nord;-Arras', 'Arras;-Lens']","['TER', 'TGV INOUI', 'TER']","['95.7 km', '179 km', '19.1 km']","[5460, 2940, 960]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",109733,6438
126,Auxerre-Lille route 1,Auxerre;-Lille,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Charles de Gaulle Airport 2 TGV;-Lille Europe']","['TER', 'TGV INOUI']","['173 km', '203 km']","[5940, 3120]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",47141,3528
127,Auxerre-Lille route 2,Auxerre;-Lille,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Charles de Gaulle Airport 2 TGV;-Lille Europe']","['TER', 'TGV INOUI']","['173 km', '203 km']","[5940, 3120]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",47141,3528
128,Auxerre-Lille route 3,Auxerre;-Lille,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Charles de Gaulle Airport 2 TGV;-Lille Europe']","['TER', 'TGV INOUI']","['173 km', '203 km']","[6660, 4320]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",47141,3528
129,Auxerre-Lille route 4,Auxerre;-Lille,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare du Nord;-Lille Europe']","['TER', 'TGV INOUI']","['173 km', '233 km']","[6660, 4500]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",22153,3273
130,Auxerre-Lille route 5,Auxerre;-Lille,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare du Nord;-Lille Europe']","['TER', 'TGV INOUI']","['173 km', '233 km']","[6660, 4500]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",22153,3273
131,Auxerre-Lille route 6,Auxerre;-Lille,"['Auxerre Saint-Gervais;-Joigny', ""Joigny;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare du Nord;-Lille Flandres']","['TER', 'TER', 'TGV INOUI']","['28.9 km', '142 km', '225 km']","[1740, 4440, 3900]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",23349,3372
132,Auxerre-Lyon route 1,Auxerre;-Lyon,[],[],[],[],[],310719,10707
133,Auxerre-Lyon route 2,Auxerre;-Lyon,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Lyon Part Dieu']","['TER', 'FR']","['173 km', '431 km']","[5940, 6900]","['HEAVY_RAIL', 'HEAVY_RAIL']",23562,2610
134,Auxerre-Lyon route 3,Auxerre;-Lyon,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Lyon Part Dieu']","['TER', 'FR']","['173 km', '431 km']","[5940, 6900]","['HEAVY_RAIL', 'HEAVY_RAIL']",23562,2610
135,Auxerre-Lyon route 4,Auxerre;-Lyon,[],[],[],[],[],310719,10707
136,Auxerre-Lyon route 5,Auxerre;-Lyon,"['Auxerre Saint-Gervais;-Dijon', 'Dijon;-Lyon Part Dieu']","['TER', 'TGV INOUI']","['171 km', '192 km']","[7200, 5700]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",21558,1967
137,Auxerre-Lyon route 6,Auxerre;-Lyon,"['Auxerre Saint-Gervais;-Dijon', 'Dijon;-Lyon Part Dieu']","['TER', 'TGV INOUI']","['171 km', '192 km']","[7200, 5700]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",21558,1967
138,Auxerre-Marseille route 1,Auxerre;-Marseille,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Marseille Saint-Charles']","['TER', 'TGV INOUI']","['173 km', '747 km']","[5940, 11040]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12349,1893
139,Auxerre-Marseille route 2,Auxerre;-Marseille,['Gare de Lyon;-Marseille Saint-Charles'],['TGV INOUI'],['747 km'],[11040],['HIGH_SPEED_TRAIN'],177665,7723
140,Auxerre-Marseille route 3,Auxerre;-Marseille,"['Auxerre Saint-Gervais;-Dijon', 'Dijon;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TER', 'TGV INOUI', 'TGV INOUI']","['171 km', '192 km', '320 km']","[7200, 5700, 6180]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",10345,1250
141,Auxerre-Marseille route 4,Auxerre;-Marseille,"['Auxerre Saint-Gervais;-Laroche Migennes', 'Laroche Migennes;-Dijon', 'Dijon;-Marseille Saint-Charles']","['TER', 'TER', 'TGV INOUI']","['19.4 km', '159 km', '512 km']","[1020, 5640, 12480]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",10345,1250
142,Auxerre-Marseille route 5,Auxerre;-Marseille,"['Auxerre Saint-Gervais;-Montereau', 'Gare de Lyon;-Marseille Saint-Charles']","['TER', 'TGV INOUI']","['95.7 km', '747 km']","[5460, 11940]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",106812,5740
143,Auxerre-Marseille route 6,Auxerre;-Marseille,"['Auxerre Saint-Gervais;-Laroche Migennes', ""Laroche Migennes;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Marseille Saint-Charles']","['TER', 'TER', 'TGV INOUI']","['19.4 km', '152 km', '747 km']","[1140, 4980, 11940]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12349,1893
144,Auxerre-Monaco route 1,Auxerre;-Monaco,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TER', 'TGV INOUI', 'TER']","['173 km', '971 km', '16.0 km']","[5940, 21180, 1440]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5900,1263
145,Auxerre-Monaco route 2,Auxerre;-Monaco,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TER', 'TGV INOUI', 'TER']","['173 km', '971 km', '16.0 km']","[5940, 21180, 1440]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5900,1263
146,Auxerre-Monaco route 3,Auxerre;-Monaco,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TER', 'TGV INOUI', 'TER']","['173 km', '971 km', '16.0 km']","[5940, 21180, 1440]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5900,1263
147,Auxerre-Monaco route 4,Auxerre;-Monaco,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TER', 'TGV INOUI', 'TER']","['173 km', '971 km', '16.0 km']","[5940, 21180, 1440]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5900,1263
148,Auxerre-Monaco route 5,Auxerre;-Monaco,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Antibes', 'Antibes;-Monaco-Monte-Carlo station']","['TER', 'OUIGO', 'TER']","['173 km', '949 km', '35.9 km']","[6660, 19800, 2880]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5900,1263
149,Auxerre-Monaco route 6,Auxerre;-Monaco,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TER', 'OUIGO', 'TER']","['173 km', '938 km', '46.9 km']","[6660, 19080, 3660]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5900,1263
150,Auxerre-Montpellier route 1,Auxerre;-Montpellier,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Montpellier Saint-Roch']","['TER', 'TGV INOUI']","['173 km', '736 km']","[5940, 12540]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12094,1958
151,Auxerre-Montpellier route 2,Auxerre;-Montpellier,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Montpellier Saint-Roch']","['TER', 'TGV INOUI']","['173 km', '736 km']","[5940, 12540]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12094,1958
152,Auxerre-Montpellier route 3,Auxerre;-Montpellier,['Gare de Lyon;-Montpellier Saint-Roch'],['TGV INOUI'],['736 km'],[12540],['HIGH_SPEED_TRAIN'],177410,7788
153,Auxerre-Montpellier route 4,Auxerre;-Montpellier,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Montpellier Saint-Roch']","['TER', 'TGV INOUI']","['173 km', '736 km']","[5940, 12540]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",12094,1958
154,Auxerre-Montpellier route 5,Auxerre;-Montpellier,"['Auxerre Saint-Gervais;-Dijon', 'Dijon;-Montpellier Saint-Roch']","['TER', 'TGV INOUI']","['171 km', '506 km']","[7200, 13440]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",10090,1315
155,Auxerre-Montpellier route 6,Auxerre;-Montpellier,"['Auxerre Saint-Gervais;-Dijon', 'Dijon;-Montpellier Saint-Roch']","['TER', 'TGV INOUI']","['171 km', '506 km']","[7200, 13440]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",10090,1315
156,Auxerre-Nantes route 1,Auxerre;-Nantes,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Nantes']","['TER', 'TGV INOUI']","['173 km', '385 km']","[5940, 7320]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",13569,2593
157,Auxerre-Nantes route 2,Auxerre;-Nantes,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Nantes']","['TER', 'TGV INOUI']","['173 km', '385 km']","[6660, 8580]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",13569,2593
158,Auxerre-Nantes route 3,Auxerre;-Nantes,"['Auxerre Saint-Gervais;-Joigny', ""Joigny;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Nantes']","['TER', 'TER', 'TGV INOUI']","['28.9 km', '142 km', '385 km']","[1740, 4440, 7380]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",13569,2593
159,Auxerre-Nantes route 4,Auxerre;-Nantes,['Gare Montparnasse;-Nantes'],['TGV INOUI'],['385 km'],[7620],['HIGH_SPEED_TRAIN'],172316,7584
160,Auxerre-Nantes route 5,Auxerre;-Nantes,"['Auxerre Saint-Gervais;-Joigny', ""Joigny;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare Montparnasse;-Nantes']","['TER', 'TER', 'TGV INOUI']","['28.9 km', '142 km', '385 km']","[1740, 4500, 8100]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",13569,2593
161,Auxerre-Nice route 1,Auxerre;-Nice,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TER', 'TGV INOUI', 'TER']","['173 km', '940 km', '25.1 km']","[5940, 19020, 1680]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",11249,1785
162,Auxerre-Nice route 2,Auxerre;-Nice,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TER', 'TGV INOUI', 'TER']","['173 km', '940 km', '25.1 km']","[5940, 19020, 1680]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",11249,1785
163,Auxerre-Nice route 3,Auxerre;-Nice,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TER', 'FR', 'TER']","['173 km', '1,036 km', '218 km']","[5940, 12000, 9240]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']",11249,1785
164,Auxerre-Nice route 4,Auxerre;-Nice,"['Auxerre Saint-Gervais;-Dijon', 'Dijon;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TER', 'TGV INOUI', 'TGV INOUI', 'TER']","['171 km', '192 km', '320 km', '218 km']","[7200, 5700, 6180, 9240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",9245,1142
165,Auxerre-Nice route 5,Auxerre;-Nice,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TER', 'OUIGO', 'TER']","['173 km', '938 km', '25.1 km']","[6660, 19080, 1620]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",11249,1785
166,Auxerre-Nice route 6,Auxerre;-Nice,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne"", 'Gare de Lyon;-Nice-Ville']","['TER', 'OUIGO']","['173 km', '969 km']","[6660, 21420]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",15664,1981
167,Auxerre-Paris Saint-Germain route 1,Auxerre;-Paris Saint-Germain,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne""]",['TER'],['173 km'],[5940],['HEAVY_RAIL'],16305,1864
168,Auxerre-Paris Saint-Germain route 2,Auxerre;-Paris Saint-Germain,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne""]",['TER'],['173 km'],[5940],['HEAVY_RAIL'],16305,1864
169,Auxerre-Paris Saint-Germain route 3,Auxerre;-Paris Saint-Germain,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne""]",['TER'],['173 km'],[5940],['HEAVY_RAIL'],16305,1864
170,Auxerre-Paris Saint-Germain route 4,Auxerre;-Paris Saint-Germain,"[""Auxerre Saint-Gervais;-Paris Bercy Bourgogne - Pays d'Auvergne""]",['TER'],['173 km'],[5940],['HEAVY_RAIL'],16305,1864
